,Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,CarInsurance,CallDuration,CallHourStart,CallMinStart
3821,3822,34,management,single,tertiary,0,431,0,0,cellular,16,jul,1,-1,0,,2021-12-04 16:29:14,2021-12-04 16:35:55,0,401.0,16,29
2257,2258,32,technician,married,secondary,0,0,1,1,cellular,10,jul,1,-1,0,,2021-12-04 13:50:07,2021-12-04 13:57:15,0,428.0,13,50
1166,1167,27,blue-collar,single,primary,0,497,1,0,cellular,20,apr,2,272,1,other,2021-12-04 13:18:01,2021-12-04 13:22:16,0,255.00000000000003,13,18
437,438,45,blue-collar,married,secondary,0,-258,1,0,telephone,20,apr,5,-1,0,,2021-12-04 17:58:13,2021-12-04 18:04:37,0,384.0,17,58
3953,3954,49,admin.,married,secondary,0,10250,1,0,telephone,24,oct,1,-1,0,,2021-12-04 10:27:20,2021-12-04 10:28:57,1,97.0,10,27
1791,1792,54,blue-collar,married,primary,0,175,0,1,cellular,8,jul,1,-1,0,,2021-12-04 10:22:10,2021-12-04 10:39:17,0,1027.0,10,22
3522,3523,37,technician,married,secondary,0,1610,0,0,,16,jun,2,-1,0,,2021-12-04 12:20:26,2021-12-04 12:22:46,0,140.0,12,20
1990,1991,50,admin.,married,secondary,0,4117,0,0,cellular,21,nov,1,-1,0,,2021-12-04 16:09:46,2021-12-04 16:18:36,1,530.0,16,9
2494,2495,38,management,married,tertiary,0,1308,1,0,cellular,2,feb,1,-1,0,,2021-12-04 09:06:43,2021-12-04 09:17:09,1,626.0,9,6
2779,2780,39,technician,single,secondary,0,822,1,1,,29,may,3,-1,0,,2021-12-04 12:04:50,2021-12-04 12:07:34,0,164.0,12,4
2367,2368,41,blue-collar,married,secondary,0,281,1,0,cellular,14,may,4,-1,0,,2021-12-04 13:21:07,2021-12-04 13:23:10,0,123.00000000000001,13,21
3154,3155,53,management,married,tertiary,0,618,0,0,cellular,11,aug,2,-1,0,,2021-12-04 14:02:21,2021-12-04 14:03:34,0,73.0,14,2
3594,3595,36,management,divorced,tertiary,0,1057,0,0,cellular,19,jul,2,164,2,failure,2021-12-04 09:48:46,2021-12-04 09:52:36,1,230.00000000000003,9,48
1652,1653,43,technician,single,secondary,0,59,1,0,,11,jun,19,-1,0,,2021-12-04 14:11:48,2021-12-04 14:13:35,0,107.0,14,11
1059,1060,31,self-employed,single,tertiary,0,1815,0,0,telephone,30,apr,1,80,1,success,2021-12-04 15:29:05,2021-12-04 15:30:52,0,107.0,15,29
76,77,32,technician,married,tertiary,0,903,1,0,cellular,23,jun,1,320,1,other,2021-12-04 11:55:36,2021-12-04 11:58:37,0,181.0,11,55
2528,2529,27,entrepreneur,married,secondary,0,2329,0,0,telephone,27,oct,1,-1,0,,2021-12-04 10:02:27,2021-12-04 10:04:38,1,131.0,10,2
1331,1332,53,housemaid,married,primary,0,1869,0,0,cellular,11,aug,4,-1,0,,2021-12-04 15:37:58,2021-12-04 15:39:40,0,102.0,15,37
2745,2746,29,blue-collar,single,secondary,0,234,1,0,cellular,8,may,1,345,1,other,2021-12-04 14:43:08,2021-12-04 14:45:27,0,139.0,14,43
1176,1177,31,blue-collar,married,secondary,0,0,0,0,telephone,23,jul,1,-1,0,,2021-12-04 14:54:16,2021-12-04 14:54:52,0,36.0,14,54
3556,3557,48,technician,married,secondary,0,0,0,0,cellular,19,aug,2,-1,0,,2021-12-04 14:08:28,2021-12-04 14:12:03,0,215.0,14,8
3446,3447,39,technician,divorced,secondary,0,807,1,1,cellular,26,aug,6,-1,0,,2021-12-04 16:31:34,2021-12-04 16:35:03,0,209.0,16,31
93,94,46,services,divorced,secondary,0,1263,1,0,telephone,21,nov,2,-1,0,,2021-12-04 14:35:34,2021-12-04 14:39:14,0,220.0,14,35
2589,2590,59,retired,married,primary,0,0,0,0,,16,jun,1,-1,0,,2021-12-04 09:01:54,2021-12-04 09:02:33,0,39.0,9,1
2735,2736,37,management,married,secondary,0,121,0,1,cellular,17,nov,2,151,2,failure,2021-12-04 14:18:35,2021-12-04 14:22:06,0,211.0,14,18
2682,2683,27,admin.,married,secondary,0,132,1,0,,27,may,1,-1,0,,2021-12-04 11:34:27,2021-12-04 11:34:48,0,21.0,11,34
2177,2178,60,technician,married,secondary,0,0,1,0,telephone,24,jul,14,-1,0,,2021-12-04 14:08:53,2021-12-04 14:10:34,0,101.0,14,8
714,715,50,technician,married,secondary,0,2218,1,0,cellular,17,aug,1,-1,0,,2021-12-04 10:02:15,2021-12-04 10:14:06,1,711.0,10,2
2714,2715,37,admin.,married,secondary,0,2061,1,1,cellular,22,jun,1,109,3,failure,2021-12-04 17:37:56,2021-12-04 17:45:35,1,459.00000000000006,17,37
2680,2681,47,admin.,married,secondary,0,1808,0,1,cellular,17,jul,1,-1,0,,2021-12-04 15:00:49,2021-12-04 15:02:54,0,125.00000000000001,15,0
273,274,48,unemployed,divorced,secondary,0,201,0,0,cellular,10,feb,2,92,2,success,2021-12-04 16:59:44,2021-12-04 17:06:30,1,406.0,16,59
544,545,37,entrepreneur,married,tertiary,0,41,0,0,cellular,14,jul,3,-1,0,,2021-12-04 10:39:31,2021-12-04 10:45:59,0,388.0,10,39
3767,3768,52,blue-collar,married,secondary,0,955,0,1,cellular,3,feb,1,48,3,success,2021-12-04 13:37:01,2021-12-04 13:39:34,1,153.0,13,37
2191,2192,27,student,single,tertiary,0,311,0,0,telephone,2,mar,3,322,1,other,2021-12-04 13:15:03,2021-12-04 13:18:10,1,187.0,13,15
600,601,30,management,single,tertiary,0,136,1,0,,23,may,1,-1,0,,2021-12-04 10:17:11,2021-12-04 10:19:43,0,152.0,10,17
1097,1098,36,technician,married,secondary,0,1368,0,0,cellular,1,jun,1,292,5,failure,2021-12-04 17:51:47,2021-12-04 18:00:23,1,516.0,17,51
3054,3055,46,technician,married,secondary,0,3434,0,1,cellular,27,feb,1,-1,0,,2021-12-04 10:09:07,2021-12-04 10:11:02,1,115.00000000000001,10,9
2024,2025,32,technician,married,secondary,0,1214,1,0,cellular,20,apr,1,-1,0,,2021-12-04 13:51:02,2021-12-04 13:51:55,0,53.0,13,51
2557,2558,36,technician,single,secondary,1,-487,1,0,cellular,17,apr,1,-1,0,,2021-12-04 11:01:27,2021-12-04 11:19:27,1,1080.0,11,1
2576,2577,31,technician,married,tertiary,0,3382,0,0,cellular,30,apr,1,-1,0,,2021-12-04 13:13:43,2021-12-04 13:26:02,1,739.0,13,13
3686,3687,28,technician,single,secondary,0,2000,0,0,telephone,3,feb,2,-1,0,,2021-12-04 15:00:07,2021-12-04 15:03:53,0,226.0,15,0
2094,2095,56,technician,divorced,secondary,0,0,0,0,cellular,26,aug,8,-1,0,,2021-12-04 11:06:50,2021-12-04 11:14:41,0,471.00000000000006,11,6
3392,3393,52,retired,married,secondary,0,1956,0,0,,6,jun,2,-1,0,,2021-12-04 09:40:37,2021-12-04 09:47:01,0,384.0,9,40
2551,2552,39,blue-collar,married,primary,0,867,1,0,,7,may,1,-1,0,,2021-12-04 13:50:07,2021-12-04 13:58:08,0,481.00000000000006,13,50
3750,3751,29,blue-collar,single,tertiary,0,455,0,0,telephone,21,apr,1,-1,0,,2021-12-04 16:24:03,2021-12-04 16:30:46,1,403.0,16,24
2025,2026,35,admin.,single,tertiary,0,5007,1,0,cellular,13,aug,1,112,2,other,2021-12-04 13:16:41,2021-12-04 13:17:54,0,73.0,13,16
87,88,33,services,married,secondary,0,210,1,0,cellular,13,may,2,-1,0,,2021-12-04 11:48:53,2021-12-04 12:09:00,1,1207.0,11,48
3586,3587,43,management,married,tertiary,0,1825,1,0,,20,may,2,-1,0,,2021-12-04 10:21:32,2021-12-04 10:33:54,0,742.0,10,21
1475,1476,43,blue-collar,single,secondary,0,318,1,0,,5,jun,2,-1,0,,2021-12-04 12:43:50,2021-12-04 12:56:06,1,736.0,12,43
1099,1100,40,retired,married,primary,0,407,1,0,cellular,2,feb,1,271,1,failure,2021-12-04 12:58:33,2021-12-04 13:01:53,0,200.0,12,58
1927,1928,37,admin.,single,secondary,0,1003,0,0,cellular,9,jul,3,-1,0,,2021-12-04 13:15:51,2021-12-04 13:20:10,0,259.0,13,15
2326,2327,46,admin.,married,secondary,0,3098,1,0,telephone,21,nov,9,-1,0,,2021-12-04 10:00:32,2021-12-04 10:03:44,0,192.0,10,0
1673,1674,58,blue-collar,married,secondary,0,3027,1,0,cellular,24,apr,1,-1,0,,2021-12-04 15:21:51,2021-12-04 15:24:31,1,160.0,15,21
2624,2625,35,technician,married,secondary,0,2355,1,0,cellular,9,jul,1,-1,0,,2021-12-04 15:21:33,2021-12-04 15:30:08,0,515.0,15,21
1149,1150,24,student,single,secondary,0,822,0,0,cellular,27,oct,1,91,2,failure,2021-12-04 12:00:15,2021-12-04 12:03:19,1,184.0,12,0
1919,1920,27,services,married,secondary,0,58,1,0,cellular,7,may,1,337,2,other,2021-12-04 16:03:34,2021-12-04 16:05:27,0,113.0,16,3
123,124,43,unemployed,married,primary,0,519,0,0,,20,jun,2,-1,0,,2021-12-04 14:40:48,2021-12-04 14:57:01,1,973.0000000000001,14,40
3275,3276,49,blue-collar,divorced,primary,0,235,0,0,cellular,29,jan,1,-1,0,,2021-12-04 10:41:10,2021-12-04 10:51:36,0,626.0,10,41
2259,2260,33,management,married,secondary,0,-15,1,0,,13,may,3,-1,0,,2021-12-04 13:14:41,2021-12-04 13:18:48,0,247.00000000000003,13,14
2180,2181,52,self-employed,divorced,secondary,0,1291,1,0,cellular,19,nov,1,169,2,failure,2021-12-04 10:28:33,2021-12-04 10:37:52,0,559.0,10,28
3984,3985,28,services,single,secondary,0,2954,1,0,,28,may,2,-1,0,,2021-12-04 11:30:14,2021-12-04 11:32:43,0,149.0,11,30
2365,2366,39,management,single,tertiary,0,1092,0,0,cellular,26,aug,7,-1,0,,2021-12-04 12:15:04,2021-12-04 12:18:29,0,205.0,12,15
2712,2713,30,blue-collar,married,secondary,0,-166,1,1,,13,may,5,-1,0,,2021-12-04 14:16:13,2021-12-04 14:20:28,0,255.00000000000003,14,16
1881,1882,36,self-employed,divorced,secondary,0,-38,1,0,cellular,18,nov,2,-1,0,,2021-12-04 11:10:34,2021-12-04 11:14:38,0,244.00000000000003,11,10
2046,2047,70,retired,married,primary,0,3782,0,0,cellular,16,mar,1,-1,0,,2021-12-04 11:23:58,2021-12-04 11:34:16,0,618.0,11,23
90,91,56,management,married,tertiary,0,830,1,1,,6,may,1,-1,0,,2021-12-04 17:54:01,2021-12-04 18:14:02,1,1201.0,17,54
1196,1197,35,technician,married,secondary,0,13,0,0,cellular,22,aug,2,-1,0,,2021-12-04 16:07:52,2021-12-04 16:09:26,0,94.0,16,7
2393,2394,33,admin.,married,secondary,0,1467,1,0,,20,may,2,-1,0,,2021-12-04 09:37:00,2021-12-04 09:38:25,0,85.0,9,37
3645,3646,57,admin.,married,,0,1401,0,0,cellular,21,aug,22,-1,0,,2021-12-04 16:06:53,2021-12-04 16:08:24,0,91.0,16,6
2125,2126,56,services,married,secondary,1,-8,0,0,cellular,6,aug,2,-1,0,,2021-12-04 13:04:04,2021-12-04 13:06:43,0,159.0,13,4
3224,3225,36,admin.,single,tertiary,0,364,0,1,cellular,31,aug,1,123,1,failure,2021-12-04 11:07:04,2021-12-04 11:10:09,1,185.0,11,7
3627,3628,56,retired,divorced,primary,0,694,0,0,cellular,29,jan,1,102,1,other,2021-12-04 13:22:18,2021-12-04 13:24:42,1,144.0,13,22
3096,3097,32,management,single,tertiary,0,229,1,0,cellular,18,may,1,-1,0,,2021-12-04 13:10:01,2021-12-04 13:15:46,0,345.0,13,10
2914,2915,72,self-employed,married,tertiary,0,132,0,0,cellular,1,jul,2,65,1,success,2021-12-04 15:21:16,2021-12-04 15:25:36,1,260.0,15,21
731,732,47,admin.,married,primary,0,192,1,0,,7,may,1,-1,0,,2021-12-04 09:40:26,2021-12-04 09:41:13,0,47.0,9,40
777,778,51,management,married,tertiary,0,2635,0,0,cellular,1,sep,1,98,2,failure,2021-12-04 14:23:59,2021-12-04 14:27:00,1,181.0,14,23
1878,1879,60,retired,divorced,primary,0,685,0,1,telephone,21,jul,1,-1,0,,2021-12-04 17:17:28,2021-12-04 17:18:57,0,89.0,17,17
438,439,40,blue-collar,married,primary,0,669,1,0,,26,may,3,-1,0,,2021-12-04 12:21:06,2021-12-04 12:23:47,0,161.0,12,21
3180,3181,28,blue-collar,single,secondary,0,7,1,1,,9,may,3,-1,0,,2021-12-04 12:30:34,2021-12-04 12:32:39,0,125.00000000000001,12,30
1364,1365,31,technician,single,secondary,0,388,0,0,cellular,21,aug,2,-1,0,,2021-12-04 13:26:43,2021-12-04 13:28:38,0,115.00000000000001,13,26
3722,3723,32,admin.,married,secondary,0,2,1,0,cellular,25,jul,5,-1,0,,2021-12-04 12:44:29,2021-12-04 12:46:41,0,132.0,12,44
1684,1685,31,management,single,tertiary,0,55,0,0,cellular,22,aug,1,-1,0,,2021-12-04 17:09:00,2021-12-04 17:12:35,0,215.0,17,9
2608,2609,29,services,married,secondary,0,1135,1,0,cellular,17,feb,1,-1,0,,2021-12-04 17:41:21,2021-12-04 17:46:44,1,323.0,17,41
2293,2294,30,self-employed,married,tertiary,0,5,1,1,cellular,9,jul,2,-1,0,,2021-12-04 09:34:08,2021-12-04 09:35:47,0,99.0,9,34
2394,2395,52,management,single,tertiary,0,1205,0,0,telephone,19,aug,20,-1,0,,2021-12-04 16:11:18,2021-12-04 16:11:36,0,18.0,16,11
2159,2160,43,housemaid,single,primary,0,800,1,0,cellular,13,may,1,-1,0,,2021-12-04 09:51:58,2021-12-04 10:07:00,1,902.0,9,51
368,369,49,blue-collar,divorced,secondary,0,10613,0,1,cellular,4,feb,1,-1,0,,2021-12-04 17:06:40,2021-12-04 17:27:06,1,1226.0,17,6
3476,3477,58,unemployed,married,tertiary,0,1798,1,0,cellular,5,feb,8,-1,0,,2021-12-04 12:37:14,2021-12-04 12:37:33,0,19.0,12,37
3125,3126,52,housemaid,married,primary,0,618,1,1,cellular,10,aug,2,102,2,failure,2021-12-04 14:15:04,2021-12-04 14:20:56,0,352.0,14,15
3847,3848,51,management,married,tertiary,0,346,0,0,cellular,12,nov,2,192,3,failure,2021-12-04 13:50:29,2021-12-04 13:52:43,1,134.0,13,50
2904,2905,33,admin.,divorced,secondary,0,818,1,1,cellular,16,apr,3,-1,0,,2021-12-04 13:30:36,2021-12-04 13:35:37,0,301.0,13,30
3109,3110,58,retired,married,secondary,0,195,0,0,cellular,2,feb,1,-1,0,,2021-12-04 14:18:24,2021-12-04 14:19:05,0,41.0,14,18
2955,2956,43,blue-collar,divorced,primary,0,177,0,0,cellular,3,feb,1,-1,0,,2021-12-04 10:56:21,2021-12-04 10:58:25,0,124.00000000000001,10,56
415,416,55,unemployed,divorced,secondary,0,387,1,0,,6,may,1,-1,0,,2021-12-04 10:29:23,2021-12-04 10:44:41,1,918.0000000000001,10,29
2002,2003,35,management,single,tertiary,0,688,0,0,cellular,2,feb,1,-1,0,,2021-12-04 09:54:49,2021-12-04 10:03:13,0,504.00000000000006,9,54
1523,1524,33,technician,divorced,secondary,0,273,1,0,cellular,17,apr,1,317,1,failure,2021-12-04 12:55:10,2021-12-04 12:58:11,0,181.0,12,55
1436,1437,54,retired,divorced,tertiary,0,0,0,0,,13,may,1,-1,0,,2021-12-04 17:46:11,2021-12-04 17:56:29,1,618.0,17,46
2785,2786,51,housemaid,married,primary,0,492,1,0,,20,may,3,-1,0,,2021-12-04 10:18:03,2021-12-04 10:20:25,0,142.0,10,18
653,654,64,retired,married,primary,0,12067,0,0,telephone,30,jul,2,92,2,success,2021-12-04 10:00:39,2021-12-04 10:06:46,1,367.0,10,0
1979,1980,43,services,single,secondary,0,848,0,0,,5,jun,2,-1,0,,2021-12-04 13:52:47,2021-12-04 13:55:35,0,168.0,13,52
2613,2614,30,management,married,tertiary,0,419,1,0,cellular,4,jun,1,-1,0,,2021-12-04 16:20:26,2021-12-04 16:23:40,1,194.0,16,20
2661,2662,39,admin.,married,secondary,0,563,1,0,cellular,4,may,3,-1,0,,2021-12-04 15:01:02,2021-12-04 15:04:12,0,190.0,15,1
848,849,28,technician,single,secondary,0,909,0,1,cellular,7,jul,1,-1,0,,2021-12-04 13:04:48,2021-12-04 13:13:40,1,532.0,13,4
2278,2279,46,unemployed,divorced,secondary,0,3354,1,0,cellular,19,nov,1,174,1,success,2021-12-04 10:13:36,2021-12-04 10:22:18,1,522.0,10,13
1055,1056,48,blue-collar,married,secondary,0,794,0,0,cellular,11,aug,6,-1,0,,2021-12-04 11:19:55,2021-12-04 11:22:10,0,135.0,11,19
1084,1085,32,management,married,tertiary,0,302,1,1,,23,feb,1,384,2,failure,2021-12-04 15:19:11,2021-12-04 15:20:12,1,61.00000000000001,15,19
3529,3530,43,admin.,married,secondary,0,378,0,0,cellular,30,jul,8,-1,0,,2021-12-04 10:54:25,2021-12-04 11:07:27,1,782.0,10,54
1920,1921,52,technician,married,secondary,0,196,1,1,cellular,24,feb,1,273,3,failure,2021-12-04 12:17:50,2021-12-04 12:19:46,0,116.00000000000001,12,17
3916,3917,49,blue-collar,married,primary,0,816,1,0,cellular,17,apr,1,260,7,failure,2021-12-04 15:30:38,2021-12-04 15:31:54,0,76.0,15,30
2720,2721,73,retired,married,primary,0,508,0,0,cellular,9,mar,1,-1,0,,2021-12-04 09:57:57,2021-12-04 10:00:53,1,176.0,9,57
1765,1766,29,admin.,single,secondary,0,27,1,0,cellular,6,may,1,-1,0,,2021-12-04 15:24:00,2021-12-04 15:36:34,1,754.0,15,24
204,205,45,admin.,married,secondary,0,0,0,0,cellular,14,aug,2,-1,0,,2021-12-04 09:28:25,2021-12-04 09:30:18,0,113.0,9,28
3169,3170,43,technician,married,secondary,0,481,0,0,cellular,20,aug,2,-1,0,,2021-12-04 15:55:34,2021-12-04 15:58:50,0,196.0,15,55
1249,1250,36,self-employed,married,tertiary,0,2012,0,0,cellular,10,feb,7,-1,0,,2021-12-04 15:40:34,2021-12-04 15:43:42,0,188.0,15,40
1273,1274,33,management,married,tertiary,0,4570,0,0,cellular,22,aug,2,-1,0,,2021-12-04 10:48:10,2021-12-04 11:09:08,1,1258.0,10,48
128,129,30,student,single,tertiary,0,3300,0,0,cellular,21,nov,1,-1,0,,2021-12-04 09:39:08,2021-12-04 10:05:19,1,1571.0,9,39
2028,2029,30,management,single,tertiary,0,2,1,1,cellular,25,jul,8,-1,0,,2021-12-04 09:08:52,2021-12-04 09:26:03,1,1031.0,9,8
891,892,30,services,married,secondary,0,-95,1,1,,26,may,3,-1,0,,2021-12-04 15:20:58,2021-12-04 15:26:04,0,306.0,15,20
1815,1816,82,retired,divorced,primary,0,0,0,0,telephone,15,mar,2,195,1,other,2021-12-04 17:18:03,2021-12-04 17:26:29,1,506.00000000000006,17,18
1237,1238,29,admin.,single,secondary,0,163,1,1,,16,may,1,-1,0,,2021-12-04 16:40:11,2021-12-04 16:53:34,1,803.0,16,40
1917,1918,34,blue-collar,married,secondary,0,262,0,0,cellular,1,jun,1,-1,0,,2021-12-04 10:55:33,2021-12-04 11:01:12,1,339.0,10,55
3867,3868,52,admin.,married,secondary,0,531,0,0,,5,jun,1,-1,0,,2021-12-04 15:34:28,2021-12-04 15:38:10,0,222.0,15,34
815,816,29,blue-collar,married,secondary,0,0,1,0,cellular,11,may,6,-1,0,,2021-12-04 17:55:03,2021-12-04 17:56:59,0,116.00000000000001,17,55
436,437,53,technician,married,tertiary,0,3177,0,0,cellular,8,aug,2,-1,0,,2021-12-04 16:44:45,2021-12-04 16:46:17,0,92.0,16,44
113,114,31,management,married,tertiary,0,2667,1,0,cellular,2,mar,2,-1,0,,2021-12-04 15:56:53,2021-12-04 15:58:06,0,73.0,15,56
1858,1859,38,blue-collar,married,secondary,0,0,0,0,,6,jun,1,-1,0,,2021-12-04 11:55:51,2021-12-04 12:01:52,0,361.0,11,55
2562,2563,45,blue-collar,married,primary,1,-443,1,1,cellular,20,apr,1,-1,0,,2021-12-04 14:34:35,2021-12-04 14:46:06,1,691.0,14,34
1303,1304,28,admin.,married,secondary,0,330,0,0,cellular,2,dec,1,188,3,other,2021-12-04 16:31:24,2021-12-04 16:37:21,1,357.0,16,31
2182,2183,76,housemaid,divorced,primary,0,1411,0,0,telephone,15,apr,3,-1,0,,2021-12-04 15:12:49,2021-12-04 15:15:39,1,170.0,15,12
1923,1924,41,management,married,tertiary,0,2885,0,0,cellular,19,nov,1,-1,0,,2021-12-04 13:13:04,2021-12-04 13:13:44,0,40.0,13,13
3765,3766,35,management,married,tertiary,0,71,1,0,cellular,30,apr,2,-1,0,,2021-12-04 14:07:48,2021-12-04 14:16:18,0,510.00000000000006,14,7
3674,3675,56,blue-collar,single,secondary,0,6483,1,0,cellular,16,apr,2,-1,0,,2021-12-04 09:37:42,2021-12-04 09:39:47,0,125.00000000000001,9,37
1518,1519,57,blue-collar,married,secondary,0,1521,1,1,cellular,18,may,2,178,5,failure,2021-12-04 12:33:20,2021-12-04 12:35:02,0,102.0,12,33
2415,2416,37,blue-collar,married,primary,0,2120,1,0,cellular,15,may,3,175,4,failure,2021-12-04 16:47:19,2021-12-04 16:58:14,1,655.0,16,47
1468,1469,43,management,married,tertiary,0,79,0,0,cellular,26,may,1,-1,0,,2021-12-04 10:05:50,2021-12-04 10:16:30,1,640.0,10,5
2357,2358,53,admin.,married,secondary,0,2851,0,1,telephone,1,jun,1,119,1,failure,2021-12-04 14:27:49,2021-12-04 14:29:18,0,89.0,14,27
2669,2670,34,housemaid,divorced,primary,0,46,1,0,telephone,11,jul,2,-1,0,,2021-12-04 15:35:45,2021-12-04 15:36:16,0,31.000000000000004,15,35
748,749,37,management,single,tertiary,0,6964,0,0,cellular,19,nov,3,-1,0,,2021-12-04 11:25:09,2021-12-04 11:28:52,0,223.0,11,25
1409,1410,87,retired,divorced,primary,0,6746,0,0,telephone,21,oct,1,-1,0,,2021-12-04 13:48:24,2021-12-04 14:00:53,1,749.0,13,48
3607,3608,39,technician,married,tertiary,0,1524,0,0,cellular,20,apr,1,-1,0,,2021-12-04 15:58:29,2021-12-04 16:07:56,1,567.0,15,58
551,552,31,technician,single,tertiary,0,13711,1,0,cellular,20,nov,3,-1,0,,2021-12-04 15:02:18,2021-12-04 15:27:50,1,1532.0,15,2
3918,3919,51,management,married,tertiary,0,248,1,1,cellular,14,jul,3,-1,0,,2021-12-04 12:31:50,2021-12-04 12:33:08,0,78.0,12,31
735,736,34,technician,divorced,tertiary,0,66,0,1,cellular,19,aug,2,-1,0,,2021-12-04 17:11:04,2021-12-04 17:12:18,0,74.0,17,11
2209,2210,54,retired,married,secondary,0,3538,0,0,cellular,27,may,1,-1,0,,2021-12-04 10:19:10,2021-12-04 10:32:50,1,820.0,10,19
2282,2283,33,management,married,tertiary,0,849,1,0,cellular,6,aug,2,-1,0,,2021-12-04 13:01:07,2021-12-04 13:02:36,0,89.0,13,1
2629,2630,52,management,married,tertiary,0,1392,0,0,cellular,28,jan,2,205,3,failure,2021-12-04 12:58:16,2021-12-04 13:16:57,0,1121.0,12,58
2323,2324,35,management,single,tertiary,0,538,0,0,cellular,22,dec,3,165,2,other,2021-12-04 13:08:19,2021-12-04 13:15:09,1,410.0,13,8
1187,1188,45,services,married,secondary,0,-406,1,1,cellular,21,jul,2,-1,0,,2021-12-04 12:29:18,2021-12-04 12:33:54,0,276.0,12,29
2592,2593,45,management,married,tertiary,0,1363,1,0,,15,may,5,-1,0,,2021-12-04 13:19:36,2021-12-04 13:30:33,0,657.0,13,19
3419,3420,33,management,single,tertiary,0,0,1,0,cellular,13,may,1,-1,0,,2021-12-04 12:13:54,2021-12-04 12:23:39,1,585.0,12,13
1822,1823,36,technician,single,secondary,0,4136,1,0,,30,may,3,-1,0,,2021-12-04 12:24:19,2021-12-04 12:37:51,1,812.0,12,24
1598,1599,33,admin.,married,tertiary,0,0,1,1,cellular,4,feb,5,98,2,other,2021-12-04 10:23:51,2021-12-04 10:25:42,0,111.0,10,23
3845,3846,45,management,married,tertiary,0,-114,1,0,cellular,20,apr,1,-1,0,,2021-12-04 11:00:19,2021-12-04 11:04:36,0,257.0,11,0
679,680,41,technician,married,secondary,0,417,0,0,cellular,27,aug,3,-1,0,,2021-12-04 12:27:06,2021-12-04 12:28:23,0,77.0,12,27
3574,3575,44,self-employed,divorced,tertiary,0,1070,1,0,cellular,12,aug,2,104,3,success,2021-12-04 11:47:42,2021-12-04 11:49:59,1,137.0,11,47
3786,3787,86,retired,divorced,primary,0,0,0,0,telephone,26,aug,1,-1,0,,2021-12-04 15:48:27,2021-12-04 15:51:36,1,189.0,15,48
2588,2589,43,self-employed,married,secondary,0,14144,1,0,cellular,21,nov,1,-1,0,,2021-12-04 16:50:49,2021-12-04 16:59:13,1,504.00000000000006,16,50
3968,3969,35,management,married,tertiary,0,1383,0,0,cellular,12,aug,2,-1,0,,2021-12-04 10:32:41,2021-12-04 10:35:04,0,143.0,10,32
82,83,47,blue-collar,married,secondary,0,802,1,1,cellular,12,may,2,-1,0,,2021-12-04 14:56:02,2021-12-04 15:00:51,1,289.0,14,56
3740,3741,35,management,single,tertiary,0,1494,1,0,cellular,6,may,1,169,2,success,2021-12-04 09:20:26,2021-12-04 09:25:37,0,311.0,9,20
1721,1722,62,management,married,tertiary,0,3371,0,0,cellular,25,mar,1,178,2,success,2021-12-04 10:05:19,2021-12-04 10:08:26,1,187.0,10,5
1835,1836,34,technician,divorced,tertiary,0,1317,1,0,cellular,15,may,1,-1,0,,2021-12-04 15:31:34,2021-12-04 15:35:33,0,239.00000000000003,15,31
3015,3016,69,retired,married,secondary,0,2473,0,0,cellular,8,jul,3,-1,0,,2021-12-04 14:48:35,2021-12-04 15:04:42,1,967.0000000000001,14,48
491,492,41,technician,single,secondary,0,28,0,0,,16,may,1,-1,0,,2021-12-04 15:17:41,2021-12-04 15:18:32,0,51.0,15,17
1640,1641,27,services,single,secondary,0,353,1,0,cellular,15,may,1,-1,0,,2021-12-04 17:14:48,2021-12-04 17:25:51,1,663.0,17,14
105,106,33,technician,married,tertiary,0,1699,0,0,cellular,4,aug,1,-1,0,,2021-12-04 17:40:32,2021-12-04 17:50:32,1,600.0,17,40
1250,1251,31,technician,married,secondary,0,28,0,0,cellular,21,aug,2,-1,0,,2021-12-04 17:10:20,2021-12-04 17:13:15,0,175.0,17,10
1777,1778,35,blue-collar,married,secondary,0,253,1,0,cellular,15,may,1,345,1,other,2021-12-04 10:53:23,2021-12-04 11:00:55,0,452.0,10,53
2793,2794,37,management,married,tertiary,0,3236,0,0,cellular,20,may,2,202,5,other,2021-12-04 10:18:00,2021-12-04 10:22:51,1,291.0,10,18
816,817,46,management,married,tertiary,0,699,0,0,cellular,2,feb,1,-1,0,,2021-12-04 10:38:06,2021-12-04 10:42:07,0,241.00000000000003,10,38
3553,3554,27,student,single,secondary,0,8366,0,0,cellular,7,may,2,349,1,other,2021-12-04 14:06:46,2021-12-04 14:14:24,0,458.00000000000006,14,6
1892,1893,56,housemaid,divorced,secondary,0,977,0,0,cellular,7,jul,1,-1,0,,2021-12-04 09:44:51,2021-12-04 10:04:51,0,1200.0,9,44
